job_title,job_date,comp_name,comp_type,comp_size,eco_activity,qualif,region,city,salary,contract,positions,job_post_id,exper,gender
بائع,25/04/1444,شركة أسامه بكر عبدالله بكر الزراعية,خاص,متوسطة فئة أ,البيع بالجملة للزهور,"['Skill data', 'الحاسب الالي', 'محترف']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026275798,0,both
مساعد إداري,25/04/1444,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,صغيرة فئة أ,التركيبات الكهربائية الأخرى,,الرياض,RIYADH,4000,دوام كامل,1,20202026275729,0,both
نادل,25/04/1444,مقهى جواهر خلف بن شجاع العتيبي لتقديم المشروبات,خاص,صغيرة فئة ب,بيع المشروبات بالتجزئة في المتاجر المتخصصة,"['Professional certificate \\ License data', 'شهادة صحيه', 'ضروري']",مكة المكرمة,MAKKAH,3200,دوام كامل,2,20202026275717,0,F
محاسب,24/04/1444,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,أنشطة أخرى لسبك المعادن غير الحديدية (منتجات تامة ونصف تامة الصنع ),,مكة المكرمة,JEDDAH,4082,دوام كامل,1,20202026275690,0,M
فني طوابع,24/04/1444,مؤسسة رياده الخير للنقل البري,خاص,صغيرة فئة ب,النقل البري للبضائع,"['Professional certificate \\ License data', 'طابع مقدم خدمات', 'مفيد']",الرياض,RIYADH,4000,دوام كامل,3,20202026275623,0,both
بائع,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),,الرياض,RIYADH,4000,دوام كامل,2,20202026275556,0,F
نادل,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),,الرياض,RIYADH,4000,دوام كامل,4,20202026275555,0,F
طاهي,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),,الرياض,RIYADH,4000,دوام كامل,5,20202026275554,0,F
مدير تسويق,24/04/1444,مؤسسة كناري للانتاج الفني,خاص,صغيرة فئة ب,تشغيل استوديو صوتي ومرئي,"['Language data', 'الانجليزية', 'محترف']",الرياض,RIYADH,4000,دوام كامل,1,20202026275537,0,both
صراف عملات,23/04/1444,شركة سالم سليم دخيل الله اللهيبي واولاده للصرافه,خاص,صغيرة فئة أ,تشغيل استوديو صوتي ومرئي,"['Professional certificate \\ License data', 'التحويل والصرافة ', 'ضروري', 'دورة كشف التزوير والتزييف ', 'ضروري', 'دورة تمويل ارهاب وغسل اموال ', 'ضروري']",المدينة المنورة,MADINA,4500,دوام كامل,3,20202026275421,0,M
مدير شؤون قانونية,23/04/1444,شركة يوسف هدبان الحارثي للمحاماة والاستشارات القانونية,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,"['Skill data', 'ابداع شغف تخطيط وتمثيل الشركة', 'محترف', 'Language data', 'العربية', 'محترف', 'باكولوريوس', 'محترف']",تبوك,TABUK,4000,دوام كامل,1,20202026275393,2,M
مهندس كيميائي,23/04/1444,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,انتاج زيوت التشحيم للمعدات والمحركات,"['Language data', 'لغة انجليزية', 'محترف']",المدينة المنورة,YANBU AS ,7000,دوام كامل,1,20202026275388,4,both
فني انتاج مشتقات نفطية,23/04/1444,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,انتاج زيوت التشحيم للمعدات والمحركات,"['Language data', 'لغة انجليزية', 'متوسط']",المدينة المنورة,YANBU AS ,5000,دوام كامل,1,20202026275382,2,M
موظف استقبال,23/04/1444,مركز صانعة الاحلام الرياضي,خاص,صغيرة فئة ب,الصالات والمراكز الرياضية النسائية,"['Skill data', 'متوسط', 'متوسط', 'Language data', 'العربية', 'محترف']",القصيم,BADAI',4000,دوام كامل,1,20202026275329,0,F
كاتب موارد بشرية,23/04/1444,شركة محمد عايض فواز الوهبي للتجارة,خاص,صغيرة فئة ب,صب القواعد والاساسات,"['Skill data', 'برنامج الاوفيس', 'متوسط', 'Language data', 'انقليزي', 'متوسط']",مكة المكرمة,JEDDAH,4082,دوام كامل,1,20202026275050,0,F
كاتب موارد بشرية,23/04/1444,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,أنشطة أخرى لسبك المعادن غير الحديدية (منتجات تامة ونصف تامة الصنع ),"['Skill data', 'برامج الاوفيس', 'متوسط', 'Language data', 'انقليزي', 'متوسط']",مكة المكرمة,JEDDAH,4082,دوام كامل,1,20202026275023,0,F
أخصائي توظيف,23/04/1444,شركة الامتياز للتقنيه المحدوده,خاص,متوسطة فئة أ,تركيب وتمديد شبكات الكمبيوتر والاتصالات,"['Skill data', 'استخدام الحاسب الالي', 'محترف', 'التواصل', 'محترف', 'القدرة على العثور على افضل المرشحين وتحديد المصدر ', 'محترف', 'بناء العلاقات', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,6000,دوام كامل,1,20202026275017,2,M
محصل,23/04/1444,شركة ثقة الدولية العقارية,خاص,صغيرة فئة ب,أنشطة إدارة العقارات مقابل عمولة,"['Skill data', 'اجادة استخدام برامج المايكروسفت اوفيس ', 'متوسط']",الرياض,RIYADH,6000,دوام كامل,1,20202026274983,2,F
محاسب,23/04/1444,شركة خدمات اطلس الدوليه,خاص,متوسطة فئة ج,مستودع مستحضرات صيدلانية وعشبية,,الرياض,ABA ASLAB,6000,دوام كامل,2,20202026274960,0,both
أخصائي تغذية,23/04/1444,شركة خدمات اطلس الدوليه,خاص,متوسطة فئة ج,مستودع مستحضرات صيدلانية وعشبية,,الرياض,ABA ASLAB,7000,دوام كامل,2,20202026274954,0,both
محاسب,27/04/1444,شركة ايرادات للخدمات العقارية,خاص,صغيرة فئة أ,أنشطة إدارة العقارات مقابل عمولة,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",الرياض,RIYADH,7000,دوام كامل,2,20202026298013,2,both
مساعد إداري,27/04/1444,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,صناعة منتجات أولية من الحديد على شكل كتل من الركائز والمخلفات بعد إعادة صهرها,"['Skill data', 'اعداد الخطابات ', 'متوسط', 'محيط بنظام iso', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",الرياض,RIYADH,5000,دوام كامل,1,20202026287109,2,M
بائع,25/04/1444,مؤسسة هتان عبدالواحد عبدالرب قرشي السلمي التجارية,خاص,صغيرة فئة أ,المطاعم مع الخدمة,,مكة المكرمة,JEDDAH,4000,دوام كامل,3,20202026275715,0,both
فني صيانة ميكانيكية,23/04/1444,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,انتاج زيوت التشحيم للمعدات والمحركات,"['Language data', 'اللغة الانجليزية', 'متوسط']",المدينة المنورة,YANBU AS ,5000,دوام كامل,1,20202026275385,2,M
مساح إحصائي,23/04/1444,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,أنشطة تنظيف الطرق,,الرياض,RIYADH,5000,دوام كامل,5,20202026274884,0,M
فني مواد إنشائية,23/04/1444,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,أنشطة تنظيف الطرق,,الرياض,RIYADH,5000,دوام كامل,5,20202026274862,0,M
فني طرق,23/04/1444,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,أنشطة تنظيف الطرق,,الرياض,RIYADH,5000,دوام كامل,5,20202026274857,0,M
مساعد إداري,23/04/1444,شركة إم اتش بي العربية السعودية التجارية,خاص,صغيرة فئة ب,البيع بالجملة للحوم والدواجن المجمدة,"['Skill data', 'التنظيم ', 'محترف', 'حل المشكلات', 'محترف', 'جدية العمل ', 'محترف', 'Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH,6150,دوام كامل,1,20202026274742,0,F
مدير عمليات موارد بشرية,23/04/1444,مؤسسة سحاب الأفق للمقاولات,خاص,صغيرة فئة ب,البيع بالجملة للحوم والدواجن المجمدة,"['Skill data', 'معرفة ب نظام العمل ', 'محترف', 'معرفة نظام التامينات', 'محترف', 'وانظمة الموارد البشريه', 'محترف', 'Language data', 'الانجليزيه ', 'متوسط']",الرياض,RIYADH,6500,دوام كامل,1,20202026274709,2,both
طبيب أسنان عام,23/04/1444,مجمع شفاء طيبة الطبي,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,المدينة المنورة,MADINA,6000,دوام كامل,1,20202026274612,0,F
بائع,23/04/1444,شركة اراده الاعمال للتجارة (شركة شخص واحد),خاص,متوسطة فئة أ,وكلاء البيع في الأغذية والمشروبات,,الرياض,RIYADH,4400,دوام كامل,1,20202026274573,0,both
سائق سيارة,23/04/1444,جمعية حماية الاسرة الخيرية,خاص,صغيرة فئة ب,مؤسسات الرفاه الاجتماعي (تحديد وتوزيع المساعدات الاجتماعية، الرعاية النهارية لذوي الاحتياجات الخاصة تبني الأطفال، الاستشارات للأسر والأفراد),,الرياض,RIYADH,4500,دوام كامل,1,20202026274543,2,both
مهندس مدني,23/04/1444,مكتب بيت دلتا للاستشارات الهندسية,خاص,صغيرة فئة ب,أنشطة الاستشارات الهندسية والمعمارية,,الرياض,RIYADH,7000,دوام كامل,1,20202026274516,0,M
سائق حافلة,23/04/1444,شركة الدور المتقدمة مساهمة مقفلة,خاص,صغيرة فئة ب,تنظيم وإدارة المعارض والمؤتمرات,"['Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'رخصة قيادة عمومي ', 'ضروري']",المدينة المنورة,ULA,4000,دوام كامل,3,20202026274490,2,M
